text,text_norm,label,label_full,score,chunk_idx,tese_id
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7225,108,16
Q-learning,q-learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6354,110,16
Q-learning,q-learning,FRAMEWORK,framework ou biblioteca de software,0.4846,116,16
Q-learning,q-learning,HARDWARE,hardware ou plataforma embarcada,0.5838,130,16
algoritmo Q-learning,algoritmo q-learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8677,149,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8038,149,16
algoritmo Q-learning,algoritmo q-learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7803,149,16
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.89,155,16
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.9077,155,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8301,162,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7842,173,16
LUTs,luts,HARDWARE,hardware ou plataforma embarcada,0.5706,177,16
LUTs,luts,HARDWARE,hardware ou plataforma embarcada,0.4835,178,16
LUTs,luts,HARDWARE,hardware ou plataforma embarcada,0.5009,178,16
LUTs,luts,METODO,método ou técnica computacional,0.7347,179,16
LUTs,luts,METODO,método ou técnica computacional,0.6686,179,16
LUTs,luts,METODO,método ou técnica computacional,0.7515,179,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9551,180,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9668,180,16
Q-learning,q-learning,FRAMEWORK,framework ou biblioteca de software,0.5793,189,16
Q-learning,q-learning,FRAMEWORK,framework ou biblioteca de software,0.7179,189,16
Q-learning,q-learning,FRAMEWORK,framework ou biblioteca de software,0.5618,190,16
Q-learning,q-learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7899,191,16
Q-learning,q-learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8143,191,16
Q-learning,q-learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8533,191,16
Q-learning,q-learning,METODO,método ou técnica computacional,0.8217,195,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7443,195,16
Q-learning,q-learning,METODO,método ou técnica computacional,0.7715,195,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.702,195,16
Q-learning,q-learning,METODO,método ou técnica computacional,0.9236,196,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.807,196,16
Q-learning,q-learning,METODO,método ou técnica computacional,0.9128,196,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8022,197,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7738,197,16
Q-learning,q-learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9329,198,16
Q-learning,q-learning,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9055,198,16
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7075,200,16
Q-learning,q-learning,METODO,método ou técnica computacional,0.6168,209,16
fpga,fpga,HARDWARE,hardware ou plataforma embarcada,0.6203,212,16
gpu,gpu,HARDWARE,hardware ou plataforma embarcada,0.6037,212,16
cpu,cpu,HARDWARE,hardware ou plataforma embarcada,0.5028,212,16
UFRN,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.7218,215,16
Universidade Federal do Rio Grande do Norte,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.7844,215,16
UFRN,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.6844,215,16
Universidade Federal do Rio Grande do Norte,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9704,216,16
UFRN,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.7942,216,16
Marcelo A. C. Fernandes,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.7888,217,16
Marcelo Augusto Costa Fernandes,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.8831,220,16
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9804,0,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7416,0,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6345,0,17
Programa de Pós-Graduação em Engenharia,programa de pós-graduação em engenharia,INSTITUICAO,instituição de ensino ou pesquisa,0.7275,1,17
UFRN,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9059,2,17
UFRN,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9012,3,17
UFRN,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.8898,3,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7039,4,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6483,4,17
Universidade Federal do Rio Grande do Norte,ufrn,INSTITUICAO,instituição de ensino ou pesquisa,0.9662,4,17
Programa de Pós-Graduação em Engenharia Elétrica e de Computação,programa de pós-graduação em engenharia elétrica e de computação,INSTITUICAO,instituição de ensino ou pesquisa,0.54,4,17
Marcelo Augusto Costa,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.7799,5,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.4669,5,17
Marcelo Augusto Costa,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.8326,5,17
algoritmo MD5,algoritmo md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9067,10,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6138,11,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5045,11,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6499,11,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8941,12,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.895,12,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9274,12,17
hash,hash,METODO,método ou técnica computacional,0.4706,14,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8681,14,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.904,14,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9137,14,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.916,14,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8947,14,17
Field Programmable Gate Array,fpga,HARDWARE,hardware ou plataforma embarcada,0.5098,14,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8063,14,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6323,15,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6156,15,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8748,16,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.858,16,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9171,16,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8929,16,17
hash,hash,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7029,17,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6576,17,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8418,17,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.862,17,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8852,21,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8717,21,17
ATmega 2560,atmega 2560,HARDWARE,hardware ou plataforma embarcada,0.8336,21,17
Intel Galileo Gen 2,intel galileo gen 2,HARDWARE,hardware ou plataforma embarcada,0.8332,21,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6345,22,17
IoT,iot,PROTOCOLO,protocolo ou padrão de comunicação,0.6119,23,17
Internet of Things,iot,PROTOCOLO,protocolo ou padrão de comunicação,0.4408,23,17
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.511,24,17
Internet das Coisas,iot,PROTOCOLO,protocolo ou padrão de comunicação,0.5585,27,17
IoT,iot,PROTOCOLO,protocolo ou padrão de comunicação,0.5066,27,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9018,29,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.886,29,17
IoT,iot,HARDWARE,hardware ou plataforma embarcada,0.5029,31,17
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.5618,32,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.495,32,17
ASIC,asic,HARDWARE,hardware ou plataforma embarcada,0.5447,32,17
de Souza & Fernandes,de souza & fernandes,AUTOR,pesquisador ou autor,0.8651,33,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7288,34,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.719,34,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7643,34,17
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.8017,34,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5943,35,17
RTL,rtl,LANG,linguagem de programação,0.7377,35,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7059,37,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5758,37,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4162,38,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7303,40,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8611,41,17
He & Xue,he & xue,AUTOR,pesquisador ou autor,0.8936,41,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8105,41,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8374,42,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.765,42,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8209,42,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8114,42,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8348,42,17
He & Xue,he & xue,AUTOR,pesquisador ou autor,0.7773,43,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6518,44,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.717,44,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.717,44,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7044,47,17
MD5,md5,METODO,método ou técnica computacional,0.5314,48,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9676,49,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9689,49,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9603,49,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6444,50,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6502,50,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7116,50,17
SHA-1,sha-1,PROTOCOLO,protocolo ou padrão de comunicação,0.6853,51,17
SHA-1,sha-1,PROTOCOLO,protocolo ou padrão de comunicação,0.7588,52,17
SHA-1,sha-1,PROTOCOLO,protocolo ou padrão de comunicação,0.5351,53,17
SHA-1,sha-1,PROTOCOLO,protocolo ou padrão de comunicação,0.5835,54,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6702,54,17
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.568,56,17
SHA-1,sha-1,PROTOCOLO,protocolo ou padrão de comunicação,0.4985,56,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.46,59,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7011,59,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6741,60,17
ASIC,asic,HARDWARE,hardware ou plataforma embarcada,0.7141,60,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6915,61,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8241,62,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7587,62,17
Carlos E. B. Santos Júnior,carlos e. b. santos júnior,AUTOR,pesquisador ou autor,0.9815,64,17
Marcelo A. C. Fernandes,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.9704,64,17
Carlos E. B. Santos Júnior,carlos e. b. santos júnior,AUTOR,pesquisador ou autor,0.9681,65,17
Marcelo A. C. Fernandes,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.9706,65,17
Algoritmo MD5,algoritmo md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8818,65,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5071,65,17
Carlos E. B. Santos Júnior,carlos e. b. santos júnior,AUTOR,pesquisador ou autor,0.9605,65,17
Marcelo A. C. Fernandes,marcelo augusto costa fernandes,AUTOR,pesquisador ou autor,0.9643,65,17
Algoritmo MD5,algoritmo md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.839,65,17
Escola Potiguar de Computação e suas Aplicações,escola potiguar de computação e suas aplicações,INSTITUICAO,instituição de ensino ou pesquisa,0.7801,65,17
SHA-1,sha-1,PROTOCOLO,protocolo ou padrão de comunicação,0.3826,67,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9199,68,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9162,68,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9488,69,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9355,69,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8034,69,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7989,69,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8088,73,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7557,73,17
hash,hash,METODO,método ou técnica computacional,0.6883,86,17
hash,hash,METODO,método ou técnica computacional,0.6595,86,17
hash,hash,METODO,método ou técnica computacional,0.6747,86,17
hash,hash,METODO,método ou técnica computacional,0.6436,86,17
hash,hash,METODO,método ou técnica computacional,0.4657,87,17
hash,hash,METODO,método ou técnica computacional,0.5068,87,17
hash,hash,METODO,método ou técnica computacional,0.4661,87,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8798,91,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7248,91,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8767,91,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7393,92,17
MD5,md5,METODO,método ou técnica computacional,0.5264,97,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7581,104,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5738,111,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8983,112,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8071,112,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.906,112,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5268,113,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.727,113,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7585,115,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7513,116,17
Algoritmo MD5,algoritmo md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7409,119,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8168,125,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8148,127,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.738,130,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8213,133,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7909,133,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6867,133,17
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.8694,134,17
Field Programmable Gate Arrays,field programmable gate arrays,HARDWARE,hardware ou plataforma embarcada,0.5416,134,17
lógica,lógica,LANG,linguagem de programação,0.7768,136,17
lógica,lógica,LANG,linguagem de programação,0.4459,137,17
lógica,lógica,LANG,linguagem de programação,0.4228,137,17
ASICs,asics,HARDWARE,hardware ou plataforma embarcada,0.4376,138,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.398,141,17
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.68,143,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7603,144,17
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.684,144,17
Intel,intel,EMPRESA,organização ou empresa de tecnologia,0.518,146,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9014,147,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8945,147,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.869,147,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9183,148,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8792,148,17
Hardware Description Language,hardware description language,LANG,linguagem de programação,0.4286,148,17
HDL,hdl,LANG,linguagem de programação,0.4593,148,17
VHDL,vhdl,LANG,linguagem de programação,0.9177,148,17
Verilog,verilog,LANG,linguagem de programação,0.9199,148,17
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.8559,149,17
Intel,intel,EMPRESA,organização ou empresa de tecnologia,0.8723,149,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5471,150,17
MATLAB,matlab,FRAMEWORK,framework ou biblioteca de software,0.8078,150,17
RTL,rtl,LANG,linguagem de programação,0.7964,150,17
MATLAB,matlab,FRAMEWORK,framework ou biblioteca de software,0.7967,150,17
MathWorks,mathworks,EMPRESA,organização ou empresa de tecnologia,0.8866,151,17
MathWorks,mathworks,EMPRESA,organização ou empresa de tecnologia,0.8978,151,17
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.7108,152,17
Intel,intel,EMPRESA,organização ou empresa de tecnologia,0.5129,152,17
Python,python,LANG,linguagem de programação,0.9907,153,17
Python,python,LANG,linguagem de programação,0.9853,153,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7426,153,17
C++,c++,LANG,linguagem de programação,0.7037,154,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5959,154,17
Intel,intel,EMPRESA,organização ou empresa de tecnologia,0.7095,154,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5904,154,17
Intel,intel,EMPRESA,organização ou empresa de tecnologia,0.3932,155,17
Intel,intel,EMPRESA,organização ou empresa de tecnologia,0.5721,155,17
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.791,156,17
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.7858,156,17
Intel,intel,EMPRESA,organização ou empresa de tecnologia,0.8515,157,17
RTL,rtl,LANG,linguagem de programação,0.8464,157,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5257,157,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6456,158,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9116,159,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8701,159,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9321,159,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7558,160,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.8076,160,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.7658,161,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.625,162,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6504,163,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.752,165,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.823,167,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6619,167,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6997,167,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7781,167,17
GPP,gpp,FRAMEWORK,framework ou biblioteca de software,0.525,172,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7268,172,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5179,173,17
MD5,md5,PROTOCOLO,protocolo ou padrão de comunicação,0.4817,176,17
GG-MUX,gg-mux,PROTOCOLO,protocolo ou padrão de comunicação,0.9678,177,17
GG-MUX,gg-mux,PROTOCOLO,protocolo ou padrão de comunicação,0.967,177,17
GG-MUX,gg-mux,PROTOCOLO,protocolo ou padrão de comunicação,0.9693,177,17
de Souza & Fernandes,de souza & fernandes,AUTOR,pesquisador ou autor,0.7662,178,17
MD5,md5,HARDWARE,hardware ou plataforma embarcada,0.4789,183,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6942,190,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4428,191,17
GPP,gpp,HARDWARE,hardware ou plataforma embarcada,0.4231,195,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7082,195,17
SHA-1,sha-1,PROTOCOLO,protocolo ou padrão de comunicação,0.6042,196,17
SHA-1,sha-1,PROTOCOLO,protocolo ou padrão de comunicação,0.7087,199,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6716,205,17
SHA-1,sha-1,PROTOCOLO,protocolo ou padrão de comunicação,0.3945,207,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.5652,209,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8845,209,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8745,209,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8985,210,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9081,210,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7849,211,17
He & Xue,he & xue,AUTOR,pesquisador ou autor,0.9015,211,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.877,213,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9328,213,17
LUTs,luts,METODO,método ou técnica computacional,0.5029,213,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9413,213,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.608,216,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.4841,219,17
MATLAB,matlab,FRAMEWORK,framework ou biblioteca de software,0.8481,219,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.6726,220,17
SHA-1,sha-1,PROTOCOLO,protocolo ou padrão de comunicação,0.5315,220,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9017,222,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9006,222,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9515,222,17
FPGA,fpga,HARDWARE,hardware ou plataforma embarcada,0.9373,222,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6896,223,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9074,224,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8056,224,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9138,224,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.5311,225,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.6442,228,17
Matlab,matlab,FRAMEWORK,framework ou biblioteca de software,0.7418,228,17
MD5,md5,PROTOCOLO,protocolo ou padrão de comunicação,0.4745,229,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9332,231,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9241,231,17
Intel Galileo,intel galileo,HARDWARE,hardware ou plataforma embarcada,0.5359,234,17
Intel Galileo,intel galileo,HARDWARE,hardware ou plataforma embarcada,0.6584,235,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9195,236,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8901,236,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9217,236,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9144,236,17
ATmega 2560,atmega 2560,HARDWARE,hardware ou plataforma embarcada,0.7529,236,17
Intel Galileo Gen 2,intel galileo gen 2,HARDWARE,hardware ou plataforma embarcada,0.7408,236,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9036,237,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9051,237,17
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.3851,238,17
Artix 7,artix 7,HARDWARE,hardware ou plataforma embarcada,0.8098,238,17
Spartan 6,spartan 6,HARDWARE,hardware ou plataforma embarcada,0.8227,238,17
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.415,239,17
Arduino,arduino,HARDWARE,hardware ou plataforma embarcada,0.5392,239,17
MD5,md5,METODO,método ou técnica computacional,0.6958,240,17
SHA-1,sha-1,METODO,método ou técnica computacional,0.6837,240,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7426,242,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.7494,242,17
ATmega 2560,atmega 2560,HARDWARE,hardware ou plataforma embarcada,0.7253,244,17
Intel Galileo,intel galileo,HARDWARE,hardware ou plataforma embarcada,0.477,244,17
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.3986,244,17
Xilinx,xilinx,EMPRESA,organização ou empresa de tecnologia,0.7658,245,17
FPGAs,fpga,HARDWARE,hardware ou plataforma embarcada,0.5528,245,17
Artix 7,artix 7,FRAMEWORK,framework ou biblioteca de software,0.4578,246,17
Spartan 6,spartan 6,FRAMEWORK,framework ou biblioteca de software,0.4848,246,17
Artix 7,artix 7,FRAMEWORK,framework ou biblioteca de software,0.4275,246,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9247,246,17
SHA-1,sha-1,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.9041,246,17
ATmega2560,atmega2560,HARDWARE,hardware ou plataforma embarcada,0.7119,247,17
Intel Galileo Gen 2,intel galileo gen 2,HARDWARE,hardware ou plataforma embarcada,0.5417,248,17
MD5,md5,ALGORITMO,algoritmo ou técnica de inteligência artificial,0.8583,250,17
